RepRisk_ID,date,current_RRI,RRI_trend,peak_RRI,peak_RRI_date,RepRisk_rating,country_sector_average,environmental_percentage,social_percentage,governance_percentage,name,headquarter_country,headquarter_country_code,sectors,url,all_ISINs,primary_ISIN,No_reported_risk_exposure
58,20200229,56,0,60,20180301,CCC,35,53%,34%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200331,56,0,60,20180401,CCC,34,53%,34%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200430,55,-1,60,20180501,CCC,33,54%,33%,13%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200531,55,0,59,20180601,CCC,34,53%,33%,14%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200630,55,0,59,20180701,CCC,34,52%,33%,15%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200731,56,1,59,20180801,CCC,33,52%,33%,15%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200831,56,0,58,20180901,CCC,33,53%,31%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20200930,57,1,58,20181001,CCC,34,53%,31%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20201031,56,-1,57,20181101,CCC,34,53%,31%,16%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20201130,57,1,57,20200928,CCC,34,53%,30%,17%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
58,20201231,54,-3,57,20200928,CCC,35,53%,30%,17%,Exxon Mobil Corp (ExxonMobil; Esso),United States of America,US,Oil and Gas,https://corporate.exxonmobil.com/,BREXXOBDR006 XS2196322155 XS2196322403 XS2196324011 XS2196322312 US30231GBB77 US30231GBC50 US30231GBL59 US30231GBN16 US30231GBA94 US30231GBM33 US30231GBH48 US30231GBJ04 US30231GBF81 US30231GBK76 US30231GBG64 US30231GBE17 US30231GBD34 US30231GAZ54 US30231GAY89 US30231GAB86 US30231GAS12 US30231GAQ55 US30231GAM42 US30231GAK85 US30231GAE26 US30231GAR39 US30231GAJ13 US30231GAV41 US30231GAF90 US30231GAG73 US30231GAL68 US30231GAT94 US30231GAD43 US30231GAW24 US30231GAN25 US30231GAA04 US30231GAC69 US30231GAU67 US30231GAP72 US30231G1022,US30231G1022,false
